tweet_id,timestamp,expanded_urls,rating_numerator,rating_denominator,name,retweet_count,favorite_count,image_url,week_day,month,day,time,year,jpg_url,img_num,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog
882627270321602560,2017-07-05 15:48:34,https://twitter.com/dog_rates/status/882627270321602560/photo/1,13.0,10,Stanley,6342.0,28382.0,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,Wed,Jul,5.0,15:48:34,2017.0,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1.0,Pembroke,0.542982,True,Chihuahua,0.251988,True,Cardigan,0.107699,True
882268110199369728,2017-07-04 16:01:23,"https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1",13.0,10,Alfy,12118.0,45880.0,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,Tue,Jul,4.0,16:01:23,2017.0,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1.0,Golden Retriever,0.762211,True,Labrador Retriever,0.0989849,True,Cocker Spaniel,0.0171995,True
882045870035918850,2017-07-04 01:18:17,"https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1",13.0,10,Koko,5203.0,29900.0,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,Tue,Jul,4.0,01:18:17,2017.0,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,1.0,Web Site,0.949591,False,Dhole,0.0173258,False,Golden Retriever,0.00694063,True
881906580714921986,2017-07-03 16:04:48,https://twitter.com/dog_rates/status/881906580714921986/photo/1,12.0,10,Rey,3533.0,24773.0,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,Mon,Jul,3.0,16:04:48,2017.0,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,1.0,Weimaraner,0.291539,True,Chesapeake Bay Retriever,0.278966,True,Koala,0.12701700000000002,False
881666595344535552,2017-07-03 00:11:11,https://twitter.com/dog_rates/status/881666595344535552/photo/1,13.0,10,Gary,11099.0,51522.0,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,Mon,Jul,3.0,00:11:11,2017.0,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,1.0,Saluki,0.529012,True,Afghan Hound,0.25000300000000003,True,Golden Retriever,0.16073900000000002,True
881633300179243008,2017-07-02 21:58:53,,17.0,10,None,7.0,129.0,,Sun,Jul,2.0,21:58:53,2017.0,,,,,,,,,,,
881536004380872706,2017-07-02 15:32:16,https://twitter.com/dog_rates/status/881536004380872706/video/1,14.0,10,a,16570.0,50199.0,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,Sun,Jul,2.0,15:32:16,2017.0,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,1.0,Samoyed,0.281463,True,Angora,0.272066,False,Persian Cat,0.114854,False
881268444196462592,2017-07-01 21:49:04,https://twitter.com/dog_rates/status/881268444196462592/photo/1,12.0,10,Elliot,5358.0,23501.0,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,Sat,Jul,1.0,21:49:04,2017.0,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,1.0,Tusker,0.473303,False,Indian Elephant,0.245646,False,Ibex,0.0556607,False
880935762899988482,2017-06-30 23:47:07,https://twitter.com/dog_rates/status/880935762899988482/photo/1,13.0,10,Louis,2886.0,17346.0,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,Fri,Jun,30.0,23:47:07,2017.0,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,1.0,Street Sign,0.251801,False,Umbrella,0.115123,False,Traffic Light,0.0695338,False
880872448815771648,2017-06-30 19:35:32,https://twitter.com/dog_rates/status/880872448815771648/photo/1,12.0,10,None,3989.0,21734.0,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,Fri,Jun,30.0,19:35:32,2017.0,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,1.0,Pembroke,0.791416,True,Norwich Terrier,0.0613929,True,Chihuahua,0.0337257,True
880465832366813184,2017-06-29 16:39:47,"https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1",12.0,10,Bella,6546.0,29075.0,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,Thu,Jun,29.0,16:39:47,2017.0,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,1.0,Golden Retriever,0.913255,True,Labrador Retriever,0.0263286,True,Cocker Spaniel,0.00937082,True
880221127280381952,2017-06-29 00:27:25,"https://twitter.com/dog_rates/status/880221127280381952/photo/1,https://twitter.com/dog_rates/status/880221127280381952/photo/1",12.0,10,Jesse,4436.0,27640.0,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,Thu,Jun,29.0,00:27:25,2017.0,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,1.0,Chihuahua,0.238525,True,Meerkat,0.104256,False,Clumber,0.0525803,True
880095782870896641,2017-06-28 16:09:20,https://twitter.com/dog_rates/status/880095782870896641/photo/1,11.0,10,None,4533.0,28150.0,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,Wed,Jun,28.0,16:09:20,2017.0,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,1.0,Miniature Pinscher,0.120298,True,Rhodesian Ridgeback,0.106395,True,Beagle,0.106073,True
879862464715927552,2017-06-28 00:42:13,"https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1",13.0,10,Romeo,3642.0,22667.0,https://pbs.twimg.com/media/DDXmPreXUAA3QGJ.jpg,Wed,Jun,28.0,00:42:13,2017.0,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,3.0,Basset,0.813507,True,Beagle,0.146654,True,Cocker Spaniel,0.00948502,True
879674319642796034,2017-06-27 12:14:36,,14.0,10,None,10.0,315.0,,Tue,Jun,27.0,12:14:36,2017.0,,,,,,,,,,,
879492040517615616,2017-06-27 00:10:17,https://twitter.com/dog_rates/status/879492040517615616/photo/1,12.0,10,Bailey,3323.0,23822.0,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,Tue,Jun,27.0,00:10:17,2017.0,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,1.0,German Short-Haired Pointer,0.479896,True,Vizsla,0.124353,True,Bath Towel,0.0733202,False
879415818425184262,2017-06-26 19:07:24,https://twitter.com/dog_rates/status/879415818425184262/video/1,13.0,10,Duddles,45849.0,107956.0,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,Mon,Jun,26.0,19:07:24,2017.0,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,1.0,English Springer,0.383404,True,Boston Bull,0.134967,True,Cardigan,0.110481,True
